Rk,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
162,C,23,14,0,2.7,0.3,0.4,0.667,0.0,0.0,0.0,0.3,0.4,0.667,0.667,0.1,0.2,0.667,0.2,0.4,0.6,0.1,0.0,0.1,0.4,0.4,0.7
151,C,24,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,C,29,41,41,32.4,5.7,7.9,0.7140000000000001,0.0,0.0,0.0,5.7,7.9,0.716,0.7140000000000001,4.7,6.9,0.688,3.6,11.4,15.0,1.1,0.8,2.3,1.9,2.7,16.0
437,C,26,38,37,28.9,5.7,9.5,0.594,0.0,0.0,0.0,5.7,9.5,0.594,0.594,1.1,2.7,0.426,4.1,5.0,9.1,2.7,0.7,1.6,1.6,3.0,12.4
159,C,24,41,8,12.4,1.7,3.2,0.515,0.0,0.1,0.16699999999999998,1.6,3.1,0.532,0.519,1.3,1.7,0.757,1.2,2.8,3.9,1.0,0.3,0.6,1.0,1.3,4.6
463,C,24,33,5,8.9,1.5,2.2,0.685,0.0,0.0,0.0,1.5,2.2,0.685,0.685,0.7,0.9,0.828,0.8,1.3,2.1,0.3,0.3,0.6,0.5,1.3,3.8
446,C,23,3,0,10.3,1.7,3.7,0.455,0.0,0.7,0.0,1.7,3.0,0.556,0.455,0.7,0.7,1.0,1.3,1.7,3.0,0.0,0.3,0.3,0.3,1.3,4.0
246,C,36,36,10,15.0,1.9,3.1,0.622,0.2,0.3,0.667,1.8,2.8,0.618,0.649,1.3,2.1,0.635,1.9,3.6,5.5,0.6,0.8,0.6,0.9,2.0,5.3
307,C,26,1,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
421,C,22,3,0,9.0,1.0,2.0,0.5,0.0,0.3,0.0,1.0,1.7,0.6,0.5,1.0,1.7,0.6,0.3,1.3,1.7,0.0,0.0,0.7,0.0,0.3,3.0
130,C,23,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
223,C,21,33,0,14.0,2.5,4.2,0.583,0.2,0.5,0.33299999999999996,2.3,3.8,0.613,0.601,1.8,2.4,0.7440000000000001,1.3,2.1,3.4,0.4,0.3,0.7,0.6,1.9,6.8
545,C,31,37,37,33.2,6.9,15.7,0.43799999999999994,1.6,5.0,0.326,5.2,10.7,0.49,0.49,1.0,1.4,0.731,1.9,9.2,11.1,3.5,1.1,1.2,1.5,2.2,16.4
249,C,23,4,0,5.0,0.0,0.8,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.8,1.0,0.3,0.3,0.3,0.3,0.3,0.0
469,C,21,41,33,23.0,2.7,6.5,0.408,1.1,3.3,0.336,1.5,3.2,0.485,0.494,0.7,1.0,0.7070000000000001,1.6,4.2,5.9,1.0,0.6,0.3,0.8,1.6,7.1
392,C,30,38,0,13.5,2.6,5.6,0.465,1.6,3.7,0.439,1.0,1.9,0.514,0.608,1.2,1.3,0.88,0.4,2.5,2.9,0.5,0.4,0.6,0.3,1.3,8.0
377,C,31,2,0,9.0,2.0,4.0,0.5,0.0,0.0,0.0,2.0,4.0,0.5,0.5,0.0,0.0,0.0,3.5,1.5,5.0,0.5,0.5,0.5,1.0,1.0,4.0
254,C,32,28,8,15.4,2.5,5.5,0.45799999999999996,0.8,2.0,0.4,1.7,3.5,0.49,0.529,0.5,0.8,0.667,1.2,2.9,4.1,1.1,0.2,0.7,1.1,1.7,6.3
358,C,34,40,12,16.2,4.3,6.5,0.6559999999999999,0.0,0.1,0.25,4.2,6.4,0.6629999999999999,0.6579999999999999,1.5,2.3,0.6779999999999999,2.2,4.7,6.9,0.7,0.3,0.8,1.5,2.6,10.1
403,C,27,18,10,23.0,1.3,2.6,0.511,0.0,0.2,0.0,1.3,2.4,0.545,0.511,0.8,1.0,0.833,2.2,3.7,5.8,0.8,1.1,1.5,0.8,2.7,3.5
588,C,23,36,10,15.1,2.7,5.2,0.521,0.0,0.2,0.14300000000000002,2.7,5.0,0.536,0.524,0.9,1.4,0.64,1.8,4.6,6.4,1.1,0.4,0.5,0.9,1.8,6.4
589,C,29,27,0,13.1,1.9,3.3,0.5670000000000001,0.0,0.1,0.0,1.9,3.2,0.593,0.5670000000000001,1.4,1.8,0.7759999999999999,1.9,2.8,4.6,0.8,0.3,0.2,0.7,2.1,5.2
581,C,26,44,43,30.8,6.4,13.4,0.48100000000000004,1.8,4.8,0.365,4.7,8.6,0.546,0.547,2.9,4.6,0.623,1.7,8.6,10.3,2.2,0.8,0.9,1.8,2.4,17.5
406,C,27,42,42,27.1,5.5,10.1,0.54,0.2,1.0,0.209,5.2,9.1,0.5770000000000001,0.551,3.2,4.5,0.7070000000000001,2.7,8.1,10.8,2.8,1.2,0.6,2.4,3.4,14.3
288,C,21,13,0,2.8,0.3,0.5,0.667,0.0,0.1,0.0,0.3,0.4,0.8,0.667,0.1,0.3,0.25,0.1,0.4,0.5,0.2,0.0,0.0,0.4,0.2,0.7
161,C,30,31,13,16.0,2.4,4.7,0.49700000000000005,0.1,0.4,0.16699999999999998,2.3,4.4,0.526,0.503,0.3,0.6,0.556,1.5,3.2,4.7,0.8,0.4,0.2,0.2,1.5,5.1
329,C,33,22,9,18.6,3.8,6.5,0.583,0.0,0.2,0.25,3.8,6.4,0.593,0.5870000000000001,0.9,1.5,0.594,2.3,1.5,3.8,1.9,0.0,0.5,1.3,2.0,8.5
492,C,22,9,0,3.9,0.4,1.7,0.267,0.1,0.6,0.2,0.3,1.1,0.3,0.3,0.9,1.2,0.727,0.6,0.6,1.1,0.0,0.1,0.1,0.2,0.7,1.9
160,C,26,11,1,5.4,0.5,1.1,0.41700000000000004,0.0,0.0,0.0,0.5,1.1,0.41700000000000004,0.41700000000000004,0.2,0.6,0.28600000000000003,0.6,1.5,2.1,0.2,0.0,0.5,0.3,0.3,1.1
49,C,29,7,0,18.9,3.4,5.0,0.6859999999999999,0.0,0.0,0.0,3.4,5.0,0.6859999999999999,0.6859999999999999,1.7,3.0,0.5710000000000001,2.7,3.3,6.0,0.9,0.9,1.1,0.9,2.0,8.6
413,C,21,13,6,24.7,3.8,5.1,0.758,0.0,0.0,0.0,3.8,5.1,0.758,0.758,1.8,2.6,0.706,2.4,3.8,6.2,1.2,0.7,1.8,1.3,3.5,9.5
327,C,25,46,46,20.5,2.5,4.7,0.547,0.0,0.0,0.0,2.5,4.6,0.5489999999999999,0.547,1.0,1.6,0.635,2.7,4.6,7.3,1.6,0.6,0.8,0.9,2.6,6.1
221,C,41,8,0,6.5,1.3,2.5,0.5,0.1,0.3,0.5,1.1,2.3,0.5,0.525,0.4,0.4,1.0,0.5,1.6,2.1,0.3,0.1,0.1,0.3,1.4,3.0
548,C,24,37,0,12.0,2.5,5.1,0.484,1.0,2.8,0.35600000000000004,1.5,2.3,0.64,0.5820000000000001,1.3,1.6,0.787,0.5,1.9,2.4,0.9,0.2,0.3,0.7,1.9,7.3
8,C,23,39,39,32.7,6.7,9.6,0.695,0.0,0.2,0.125,6.6,9.4,0.708,0.6970000000000001,2.9,4.2,0.6970000000000001,3.3,7.6,10.9,1.8,0.8,1.4,1.9,1.8,16.3
5,C,36,32,10,23.1,5.9,10.3,0.574,0.4,1.1,0.33299999999999996,5.6,9.2,0.603,0.5920000000000001,1.6,1.8,0.862,1.5,4.1,5.7,0.9,0.4,1.1,0.8,1.7,13.8
94,C,22,38,37,29.1,5.0,10.1,0.49200000000000005,1.3,3.8,0.336,3.7,6.3,0.585,0.555,2.1,2.9,0.716,2.1,8.0,10.1,2.7,0.7,0.7,1.6,2.7,13.3
47,C,29,23,7,21.0,2.2,4.5,0.495,0.0,0.3,0.0,2.2,4.1,0.537,0.495,1.3,1.8,0.738,2.7,2.5,5.2,1.2,0.8,0.5,0.7,1.7,5.8
519,C,24,3,0,2.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.7,0.3,0.3,0.0,0.0,0.3,0.0
1,C,22,34,20,25.3,3.4,8.1,0.41200000000000003,0.3,1.3,0.233,3.1,6.9,0.444,0.43,0.9,1.6,0.574,2.4,5.3,7.7,1.3,0.6,0.6,1.1,2.2,7.9
462,C,22,42,5,16.5,3.2,6.9,0.457,0.8,2.5,0.34,2.3,4.5,0.521,0.517,1.6,2.2,0.736,1.5,2.6,4.1,0.8,0.5,1.0,1.0,2.2,8.8
575,C,24,36,36,29.5,4.3,5.9,0.7390000000000001,0.0,0.0,0.0,4.3,5.9,0.7390000000000001,0.7390000000000001,1.2,1.7,0.6890000000000001,3.9,5.4,9.3,1.8,0.8,2.1,1.3,2.1,9.8
21,C,23,28,28,29.9,7.3,11.5,0.637,0.1,0.3,0.25,7.3,11.2,0.6459999999999999,0.64,2.0,2.9,0.713,2.8,7.8,10.6,1.5,0.8,0.8,1.7,2.2,16.8
91,C,27,37,36,29.6,5.2,9.1,0.573,0.0,0.0,0.0,5.2,9.1,0.574,0.573,1.2,2.6,0.46399999999999997,4.1,8.8,12.9,1.5,0.8,1.5,0.6,2.4,11.6
367,C,24,31,19,22.5,3.5,8.3,0.42200000000000004,1.0,3.7,0.278,2.5,4.6,0.5379999999999999,0.484,1.0,1.4,0.7440000000000001,0.6,5.5,6.1,1.1,0.9,0.6,0.9,1.5,9.1
92,C,20,3,1,4.7,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.7,1.0,0.667,0.7,0.3,1.0,0.0,0.3,0.0,0.3,0.3,2.7
125,C,32,13,2,8.7,0.7,0.9,0.75,0.0,0.0,0.0,0.7,0.9,0.75,0.75,0.1,0.5,0.16699999999999998,0.4,2.5,2.8,0.1,0.2,0.5,0.2,1.3,1.5
135,C,32,32,3,9.7,1.2,2.6,0.46399999999999997,0.6,1.4,0.413,0.6,1.2,0.526,0.5770000000000001,0.5,0.7,0.7390000000000001,0.9,2.3,3.2,0.9,0.3,0.4,0.5,1.4,3.6
50,C,33,46,0,15.2,2.3,5.3,0.446,0.9,2.5,0.348,1.5,2.8,0.535,0.529,0.8,1.2,0.685,0.8,3.2,4.0,1.7,0.6,0.3,1.1,1.6,6.4
417,C,30,12,1,22.6,4.5,10.1,0.446,1.3,4.3,0.314,3.2,5.8,0.5429999999999999,0.512,2.3,3.6,0.628,1.4,4.1,5.5,2.8,1.3,0.7,1.5,2.8,12.6
320,C,28,30,9,17.4,2.6,5.0,0.523,0.2,0.6,0.316,2.4,4.4,0.5529999999999999,0.5429999999999999,1.1,1.7,0.654,1.6,3.2,4.8,1.2,0.3,0.8,1.3,2.9,6.6
461,C,22,21,2,8.8,1.0,2.0,0.465,0.0,0.2,0.0,1.0,1.9,0.513,0.465,0.1,0.4,0.375,1.0,1.3,2.2,0.5,0.6,0.5,0.3,1.3,2.0
2,C,28,44,43,25.7,2.6,4.9,0.521,0.0,0.0,0.0,2.6,4.9,0.521,0.521,1.6,2.8,0.5660000000000001,4.3,4.9,9.3,3.0,1.0,0.6,1.6,1.7,6.7
243,C,35,38,38,29.0,4.0,9.0,0.449,1.2,4.2,0.285,2.8,4.8,0.59,0.515,1.5,1.7,0.862,1.5,5.8,7.3,3.6,0.6,1.4,1.1,2.2,10.7
292,C,33,29,18,13.0,2.0,3.0,0.674,0.0,0.0,0.0,2.0,3.0,0.674,0.674,0.3,0.6,0.588,1.6,4.0,5.5,0.4,0.3,0.9,0.7,1.7,4.3
147,C,28,40,11,18.6,2.6,5.0,0.53,0.0,0.0,0.0,2.6,4.9,0.5329999999999999,0.53,1.0,1.9,0.532,2.8,6.1,8.9,1.9,1.2,1.0,1.7,2.5,6.3
565,C,32,36,3,16.4,3.3,5.2,0.626,0.0,0.0,0.0,3.3,5.2,0.626,0.626,1.7,2.5,0.685,2.3,4.6,6.8,0.3,0.3,1.3,0.9,2.9,8.2
534,C,26,38,38,34.6,8.7,16.7,0.519,2.2,5.4,0.408,6.5,11.3,0.5720000000000001,0.585,4.7,5.9,0.807,2.8,6.4,9.2,3.7,1.1,1.2,3.4,3.8,24.3
157,C,27,34,34,32.9,9.1,18.4,0.498,1.3,3.4,0.391,7.8,15.0,0.523,0.534,8.8,10.8,0.8140000000000001,2.0,8.7,10.6,4.2,1.0,1.4,3.0,2.6,28.4
432,C,28,3,0,6.3,1.0,1.7,0.6,0.0,0.0,0.0,1.0,1.7,0.6,0.6,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.3,0.7,0.3,2.0
174,C,23,43,43,21.7,4.0,5.7,0.691,0.0,0.0,0.0,4.0,5.7,0.691,0.691,1.4,1.9,0.738,2.3,4.0,6.3,1.0,0.4,1.7,1.0,2.4,9.3
339,C,33,16,0,5.9,2.2,3.5,0.625,0.1,0.2,0.33299999999999996,2.1,3.3,0.642,0.634,0.5,1.0,0.5,0.4,1.4,1.9,0.1,0.0,0.1,0.7,1.2,4.9
529,C,23,27,3,13.1,1.3,3.7,0.34299999999999997,0.8,2.4,0.32799999999999996,0.5,1.3,0.371,0.449,0.2,0.3,0.625,0.7,1.1,1.8,0.5,0.7,0.5,0.3,1.6,3.5
478,C,22,2,0,7.0,0.5,1.5,0.33299999999999996,0.0,0.5,0.0,0.5,1.0,0.5,0.33299999999999996,1.0,1.0,1.0,0.0,2.5,2.5,0.0,0.0,1.0,0.0,0.5,2.0
124,C,28,27,27,35.4,9.3,17.9,0.521,0.4,2.1,0.179,8.9,15.8,0.5660000000000001,0.531,4.3,6.0,0.727,2.7,7.1,9.9,2.9,1.2,2.0,2.2,2.3,23.3
172,C,29,30,1,12.6,1.6,2.9,0.545,0.0,0.1,0.25,1.6,2.8,0.56,0.551,0.7,0.9,0.846,1.9,2.8,4.7,0.2,0.2,0.5,0.6,1.3,4.0
63,C,24,31,7,12.5,1.7,2.9,0.5710000000000001,0.0,0.0,0.0,1.7,2.9,0.5710000000000001,0.5710000000000001,0.4,0.5,0.765,1.4,2.9,4.3,0.6,0.2,0.7,0.6,1.4,3.8
220,C,23,33,0,15.9,3.2,4.8,0.6629999999999999,0.1,0.1,0.667,3.2,4.8,0.662,0.669,1.1,1.7,0.6609999999999999,1.7,2.6,4.3,1.8,0.8,1.2,0.9,2.5,7.6
214,C,28,39,3,25.0,5.5,8.4,0.653,0.1,0.4,0.28600000000000003,5.4,8.1,0.67,0.66,3.3,4.5,0.7340000000000001,2.2,4.9,7.2,2.2,0.5,0.7,1.1,2.0,14.5
76,C,22,25,1,6.6,1.1,2.0,0.54,0.0,0.0,0.0,1.1,2.0,0.54,0.54,1.1,1.7,0.628,0.6,1.7,2.4,0.0,0.1,0.3,0.6,1.1,3.2
42,C,27,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
228,C,27,22,3,15.5,3.2,5.7,0.56,0.1,0.1,0.667,3.1,5.5,0.557,0.568,1.6,2.3,0.706,2.5,4.5,7.0,1.3,0.4,0.2,0.9,1.8,8.1
328,C,33,1,1,28.0,3.0,9.0,0.33299999999999996,2.0,4.0,0.5,1.0,5.0,0.2,0.444,0.0,0.0,0.0,2.0,3.0,5.0,0.0,1.0,3.0,0.0,3.0,8.0
590,C,24,43,43,24.6,3.8,5.7,0.675,0.0,0.0,0.0,3.8,5.7,0.675,0.675,2.1,2.8,0.754,2.8,5.3,8.1,1.2,0.5,1.0,1.3,2.5,9.8
477,C,25,44,43,34.9,7.0,12.2,0.5770000000000001,0.8,2.4,0.327,6.3,9.8,0.637,0.609,4.1,5.5,0.7440000000000001,3.2,8.7,11.9,4.9,1.0,0.4,3.0,3.1,19.0
468,C,23,42,33,25.1,3.5,4.5,0.7879999999999999,0.0,0.0,0.0,3.5,4.5,0.7879999999999999,0.7879999999999999,1.3,2.4,0.55,3.5,4.8,8.3,0.4,0.5,1.5,0.8,2.7,8.4
22,C,22,7,1,7.3,0.7,1.0,0.7140000000000001,0.0,0.0,0.0,0.7,1.0,0.7140000000000001,0.7140000000000001,0.1,0.3,0.5,0.3,1.4,1.7,0.0,0.1,0.6,0.7,0.7,1.6
286,C,23,42,33,29.2,3.5,7.0,0.502,0.7,1.7,0.4,2.9,5.4,0.5329999999999999,0.5489999999999999,1.4,1.8,0.8109999999999999,1.2,2.5,3.7,1.9,1.5,0.9,1.1,3.1,9.1
180,C,23,27,5,12.1,1.9,4.3,0.436,0.5,1.5,0.325,1.4,2.9,0.494,0.491,1.0,1.6,0.643,1.7,1.3,3.1,0.6,0.3,0.1,0.6,1.7,5.3
115,C,31,17,5,16.9,3.2,6.9,0.466,0.8,2.8,0.271,2.5,4.1,0.6,0.521,1.8,2.2,0.816,1.4,4.4,5.8,1.1,0.9,0.5,0.9,2.7,9.1
447,C,30,46,39,20.2,2.7,4.2,0.632,0.3,0.6,0.414,2.4,3.6,0.6709999999999999,0.6629999999999999,1.5,2.1,0.722,2.0,2.5,4.5,1.1,0.4,0.3,0.7,2.3,7.1
295,C,28,9,0,20.1,4.0,7.3,0.545,0.6,1.7,0.33299999999999996,3.4,5.7,0.608,0.583,2.0,2.2,0.9,1.2,3.3,4.6,1.4,0.9,0.8,0.6,1.6,10.6
454,C,22,6,0,6.7,0.8,2.5,0.33299999999999996,0.0,0.0,0.0,0.8,2.5,0.33299999999999996,0.33299999999999996,0.5,0.7,0.75,1.0,1.2,2.2,0.5,0.2,0.2,0.3,1.2,2.2
539,C,29,42,42,31.6,7.1,13.5,0.526,1.0,2.5,0.41700000000000004,6.0,11.0,0.55,0.564,3.2,4.0,0.8190000000000001,3.4,8.6,12.0,2.4,0.5,0.9,2.4,3.2,18.4
183,C,36,29,3,19.1,1.4,2.9,0.494,0.1,0.5,0.267,1.3,2.4,0.5429999999999999,0.518,0.7,0.9,0.7040000000000001,1.7,2.9,4.6,0.7,0.4,0.9,0.7,2.7,3.7
26,C,23,36,34,27.5,4.1,9.0,0.46,1.4,3.9,0.355,2.8,5.1,0.541,0.537,0.8,1.0,0.778,2.3,6.0,8.3,1.5,0.8,2.1,1.4,2.7,10.4
314,C,26,28,1,10.5,1.9,3.6,0.52,0.6,1.5,0.39,1.3,2.1,0.61,0.6,0.7,0.8,0.87,1.3,1.1,2.4,1.0,0.2,0.4,0.7,0.9,5.0
240,C,28,29,29,25.8,5.2,7.4,0.698,0.1,0.1,0.5,5.1,7.3,0.701,0.7020000000000001,1.8,2.3,0.7879999999999999,2.3,5.9,8.2,1.2,0.3,1.1,1.4,3.1,12.2
3,C,24,21,21,32.9,6.9,13.3,0.518,0.0,0.0,0.0,6.9,13.3,0.52,0.518,4.9,6.3,0.767,2.6,7.3,10.0,3.2,1.2,0.5,2.9,3.1,18.7
436,C,31,37,37,24.7,2.9,4.6,0.632,0.0,0.0,0.0,2.9,4.6,0.635,0.632,0.8,2.1,0.359,2.2,4.8,7.0,2.7,0.8,0.8,1.2,3.0,6.6
486,C,19,39,2,18.0,3.1,6.2,0.494,0.3,1.2,0.289,2.7,5.1,0.54,0.521,2.3,3.3,0.701,1.7,2.9,4.6,2.6,0.8,0.8,2.0,2.9,8.8
520,C,29,26,21,22.5,3.2,6.9,0.469,0.9,3.0,0.29100000000000004,2.3,3.8,0.61,0.534,1.0,1.5,0.675,1.2,3.8,5.0,0.8,0.4,0.7,1.2,2.4,8.4
96,C,28,18,2,9.8,0.9,1.9,0.457,0.1,0.1,0.5,0.8,1.8,0.455,0.47100000000000003,0.1,0.1,0.5,0.7,1.4,2.1,0.5,0.3,0.2,0.4,0.9,1.9
128,C,32,39,15,17.0,2.6,4.4,0.595,0.3,0.5,0.5710000000000001,2.3,3.9,0.599,0.63,1.1,1.4,0.764,1.9,4.4,6.3,0.8,0.4,0.5,1.0,2.2,6.7
80,C,24,5,0,13.0,2.6,5.4,0.48100000000000004,0.4,1.8,0.222,2.2,3.6,0.611,0.519,0.8,1.6,0.5,1.2,1.8,3.0,0.6,0.0,0.4,0.2,1.4,6.4
201,C,35,41,29,25.2,4.0,7.7,0.516,0.8,2.4,0.34299999999999997,3.1,5.2,0.595,0.57,2.0,2.5,0.804,0.5,2.7,3.2,1.3,0.3,0.5,1.0,2.3,10.7
508,C,20,37,37,25.1,3.3,6.4,0.519,0.1,0.5,0.1,3.3,5.9,0.5579999999999999,0.523,1.0,1.5,0.667,2.6,5.4,8.0,1.1,0.4,1.2,1.3,2.8,7.7
444,C,26,39,34,28.6,5.9,12.3,0.478,1.9,4.5,0.418,4.0,7.8,0.513,0.555,1.5,1.9,0.7759999999999999,2.9,6.5,9.4,1.2,0.7,0.9,1.6,2.8,15.2
48,C,22,26,1,9.0,1.3,3.2,0.39799999999999996,0.2,1.3,0.17600000000000002,1.0,1.9,0.551,0.434,0.7,1.1,0.621,1.2,1.3,2.5,0.4,0.4,0.6,0.5,1.4,3.5
