Rk,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
513,SF,26,45,44,27.2,5.0,9.8,0.503,0.8,2.6,0.303,4.2,7.2,0.5770000000000001,0.544,1.8,2.6,0.701,1.7,4.0,5.7,3.1,0.9,0.6,1.8,3.6,12.5
396,SG,22,6,0,7.0,0.8,1.8,0.455,0.0,0.2,0.0,0.8,1.7,0.5,0.455,0.2,0.3,0.5,0.0,0.3,0.3,1.7,0.0,0.0,0.2,0.3,1.8
456,SG,20,15,0,5.5,0.9,2.3,0.41200000000000003,0.1,0.7,0.182,0.8,1.5,0.522,0.441,0.3,0.7,0.5,0.1,0.3,0.3,0.2,0.1,0.1,0.1,0.3,2.3
247,SG,22,17,0,6.9,1.4,3.8,0.359,1.1,2.8,0.396,0.2,0.9,0.25,0.508,0.4,0.5,0.875,0.0,0.3,0.3,0.3,0.4,0.0,0.4,0.6,4.2
202,SG,21,31,0,12.1,1.6,3.0,0.5479999999999999,0.2,0.6,0.35,1.4,2.4,0.603,0.586,0.5,0.7,0.667,0.6,1.3,1.9,1.0,0.5,0.2,0.4,1.5,4.0
270,SG,22,30,1,12.0,1.2,3.7,0.33299999999999996,0.9,2.8,0.306,0.4,0.9,0.423,0.45,0.5,0.5,0.938,0.1,1.1,1.2,0.7,0.3,0.1,0.3,0.8,3.8
148,SG,24,38,26,29.1,5.2,11.7,0.442,1.8,5.1,0.35200000000000004,3.4,6.7,0.51,0.518,1.4,1.9,0.722,0.7,3.4,4.1,2.2,1.1,0.2,1.6,1.8,13.5
85,SG,21,20,1,5.7,0.9,2.6,0.34600000000000003,0.5,1.5,0.33299999999999996,0.4,1.1,0.364,0.442,0.3,0.5,0.667,0.1,0.7,0.8,0.7,0.2,0.3,0.8,1.0,2.6
465,SG,29,31,9,20.3,2.1,5.5,0.379,1.1,3.6,0.313,0.9,1.8,0.509,0.48200000000000004,0.4,0.6,0.611,0.4,1.4,1.7,1.0,0.5,0.1,0.8,1.6,5.6
484,SG,21,14,0,6.8,1.1,2.9,0.375,0.4,1.4,0.263,0.7,1.5,0.47600000000000003,0.43799999999999994,0.3,0.5,0.5710000000000001,0.1,0.6,0.8,0.5,0.2,0.2,0.4,0.4,2.8
460,SG,26,18,2,16.6,1.7,3.7,0.47,0.7,1.7,0.419,1.0,1.9,0.514,0.568,0.2,0.3,0.8,0.5,2.4,2.9,1.2,0.9,0.2,0.2,1.7,4.4
120,SG,24,3,0,4.0,0.3,0.7,0.5,0.0,0.3,0.0,0.3,0.3,1.0,0.5,0.0,0.0,0.0,0.3,0.7,1.0,0.3,0.0,0.0,0.0,0.7,0.7
41,SG,25,45,9,26.9,4.4,11.9,0.375,3.0,8.7,0.349,1.4,3.2,0.444,0.502,0.5,0.6,0.7240000000000001,0.4,2.8,3.2,1.6,0.6,0.1,0.7,1.2,12.4
274,SG,20,2,0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,SG,35,43,12,19.4,2.0,5.2,0.39,1.2,3.4,0.35200000000000004,0.8,1.8,0.462,0.504,0.5,0.7,0.733,0.6,2.1,2.7,1.2,0.8,0.4,0.8,1.6,5.7
482,SG,28,40,25,31.7,5.8,13.0,0.44299999999999995,1.5,4.3,0.359,4.3,8.8,0.484,0.502,2.8,3.3,0.85,0.6,2.9,3.5,4.7,1.0,0.1,2.2,2.5,15.9
176,SG,30,3,0,16.3,0.3,4.3,0.077,0.0,2.7,0.0,0.3,1.7,0.2,0.077,0.0,0.0,0.0,0.7,2.7,3.3,2.3,0.3,0.0,0.3,0.7,0.7
495,SG,21,3,0,9.0,0.3,3.3,0.1,0.3,2.3,0.14300000000000002,0.0,1.0,0.0,0.15,0.0,0.0,0.0,0.0,2.0,2.0,0.3,1.0,0.3,0.0,1.3,1.0
412,SG,23,29,6,12.9,0.8,2.4,0.32899999999999996,0.3,1.1,0.25,0.5,1.3,0.395,0.386,0.8,1.3,0.622,0.9,1.2,2.0,0.6,0.6,0.3,0.5,1.3,2.7
522,SG,20,34,1,17.4,3.0,7.0,0.43,0.6,2.6,0.233,2.4,4.3,0.551,0.475,0.8,1.0,0.7879999999999999,0.2,2.2,2.4,1.0,0.5,0.1,0.8,0.8,7.4
111,SG,29,45,15,27.6,3.7,7.9,0.47200000000000003,2.3,5.7,0.401,1.4,2.2,0.657,0.617,0.7,0.8,0.8109999999999999,0.7,3.8,4.5,1.4,0.9,0.3,0.6,1.3,10.4
353,SG,30,27,27,35.0,8.0,18.6,0.42700000000000005,3.3,8.1,0.402,4.7,10.5,0.447,0.515,1.5,2.1,0.7020000000000001,1.0,3.0,4.0,4.3,1.1,0.7,2.1,2.1,20.7
107,SG,24,34,12,20.4,2.3,5.0,0.456,1.2,3.2,0.389,1.1,1.9,0.5710000000000001,0.579,1.3,1.5,0.88,0.4,2.6,3.0,1.6,0.5,0.2,0.4,1.2,7.1
480,SG,23,2,0,7.0,0.0,3.0,0.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0
552,SG,23,2,0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0
248,SG,23,38,24,29.1,4.6,9.9,0.45899999999999996,1.8,5.0,0.363,2.7,4.9,0.556,0.55,0.6,0.8,0.8,0.4,3.1,3.5,2.9,0.5,0.3,1.3,2.0,11.6
141,SG,27,2,0,10.5,1.0,2.0,0.5,0.0,0.5,0.0,1.0,1.5,0.667,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0
134,SG,23,38,21,22.6,4.5,8.8,0.512,0.4,1.6,0.254,4.1,7.2,0.5670000000000001,0.534,1.4,2.2,0.627,1.0,3.6,4.6,1.3,1.3,0.4,1.1,2.5,10.8
6,SG,23,42,18,26.5,4.7,12.8,0.37,2.0,6.2,0.313,2.8,6.6,0.424,0.446,1.2,1.7,0.7040000000000001,0.8,2.6,3.4,2.6,0.8,0.3,1.6,1.8,12.6
169,SG,29,44,44,29.0,5.0,11.8,0.419,2.7,6.9,0.39,2.3,4.9,0.46,0.534,1.1,1.5,0.7340000000000001,0.5,2.4,2.8,1.8,0.9,0.3,1.3,1.9,13.7
464,SG,28,35,0,25.4,3.5,8.0,0.44299999999999995,1.4,3.5,0.402,2.1,4.5,0.475,0.53,1.5,1.7,0.85,0.6,2.1,2.7,1.6,0.9,0.5,0.8,1.9,9.9
524,SG,27,21,0,12.1,1.7,3.9,0.43200000000000005,1.1,2.5,0.434,0.6,1.3,0.429,0.574,0.3,0.5,0.7,0.1,1.0,1.1,0.6,0.3,0.0,0.2,0.5,4.8
323,SG,21,2,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5
61,SG,21,19,0,8.1,1.3,3.6,0.36200000000000004,0.6,1.5,0.39299999999999996,0.7,2.2,0.341,0.442,0.4,0.5,0.8,0.7,0.7,1.4,0.8,0.1,0.0,0.3,0.6,3.6
7,SG,26,41,40,28.1,4.1,9.6,0.423,2.6,6.7,0.391,1.5,3.0,0.496,0.5579999999999999,1.0,1.2,0.857,0.5,2.9,3.4,1.3,0.8,0.4,0.6,1.5,11.8
365,SG,23,39,13,22.7,3.5,9.0,0.386,1.5,4.8,0.317,2.0,4.3,0.46399999999999997,0.47,1.2,1.7,0.708,0.9,3.4,4.3,2.7,1.6,0.6,1.5,1.8,9.7
289,SG,23,2,0,4.5,1.0,4.0,0.25,0.0,1.0,0.0,1.0,3.0,0.33299999999999996,0.25,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,2.5
230,SG,29,47,6,29.1,5.1,12.9,0.395,3.5,9.2,0.38299999999999995,1.6,3.7,0.425,0.531,1.7,1.9,0.867,0.7,3.2,3.9,2.0,0.9,0.3,1.6,2.0,15.3
208,SG,24,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,SG,23,41,11,26.2,4.4,9.3,0.47600000000000003,2.1,5.1,0.408,2.3,4.2,0.561,0.589,1.0,1.2,0.8240000000000001,0.5,2.6,3.1,2.3,0.7,0.5,1.3,1.6,12.0
453,SG,24,8,0,8.6,1.6,3.6,0.44799999999999995,1.0,2.8,0.364,0.6,0.9,0.7140000000000001,0.586,0.4,0.4,1.0,0.6,1.1,1.8,0.4,0.6,0.0,0.9,0.8,4.6
122,SG,31,40,40,34.8,6.0,11.8,0.509,2.3,5.5,0.41700000000000004,3.7,6.3,0.5870000000000001,0.605,1.6,1.8,0.877,0.4,3.0,3.4,4.0,0.8,0.2,1.9,2.2,15.8
505,SG,28,2,0,12.0,1.5,4.0,0.375,1.0,2.0,0.5,0.5,2.0,0.25,0.5,1.5,2.0,0.75,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.5,5.5
561,SG,25,3,0,5.3,1.3,1.3,1.0,0.0,0.0,0.0,1.3,1.3,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3,0.3,1.7,2.7
244,SG,21,30,15,27.1,4.1,9.8,0.418,0.8,3.2,0.247,3.3,6.6,0.503,0.45899999999999996,1.6,2.1,0.778,0.6,2.9,3.6,2.7,0.9,0.5,1.5,2.7,10.6
515,SG,22,2,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0
152,SG,20,39,39,35.1,8.1,18.3,0.442,3.3,8.7,0.37200000000000005,4.8,9.5,0.507,0.532,2.7,3.4,0.805,1.1,4.1,5.2,3.6,1.5,0.7,3.1,2.3,22.2
564,SG,27,41,40,30.4,5.0,11.9,0.42200000000000004,1.6,5.2,0.299,3.5,6.7,0.518,0.488,2.9,3.4,0.857,0.5,3.0,3.5,5.5,1.1,1.0,1.7,2.3,14.5
207,SG,21,43,43,34.0,5.2,11.0,0.467,2.0,4.8,0.429,3.1,6.3,0.496,0.56,1.4,1.7,0.8190000000000001,0.7,3.1,3.9,7.1,1.7,0.7,2.2,1.4,13.7
218,SG,28,2,0,11.5,1.0,3.0,0.33299999999999996,0.0,1.0,0.0,1.0,2.0,0.5,0.33299999999999996,0.0,0.0,0.0,0.5,1.5,2.0,1.5,0.5,0.5,1.0,1.5,2.0
59,SG,20,30,0,16.2,2.4,6.8,0.35100000000000003,0.7,2.4,0.28800000000000003,1.7,4.4,0.386,0.402,1.2,1.4,0.86,0.3,2.2,2.5,0.9,0.6,0.2,0.7,0.8,6.7
583,SG,29,40,4,17.8,1.6,3.4,0.456,0.6,1.4,0.444,1.0,2.1,0.46299999999999997,0.544,0.7,0.9,0.8240000000000001,0.7,2.1,2.8,2.5,0.9,0.2,0.7,0.7,4.4
102,SG,20,39,2,15.9,2.6,5.6,0.45899999999999996,0.7,2.1,0.34600000000000003,1.8,3.5,0.526,0.523,1.0,1.3,0.8,0.7,1.3,2.0,1.6,0.8,0.2,1.5,1.1,6.9
511,SG,28,3,0,6.3,1.0,1.3,0.75,0.0,0.3,0.0,1.0,1.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.3,0.0,0.3,2.3,2.0
145,SG,25,18,0,18.9,2.0,5.5,0.364,0.8,2.7,0.313,1.2,2.8,0.41200000000000003,0.439,0.6,0.7,0.769,0.8,2.7,3.5,1.6,0.6,0.3,0.7,1.8,5.4
296,SG,25,37,10,28.7,4.0,9.4,0.42700000000000005,2.7,6.3,0.431,1.3,3.1,0.41700000000000004,0.5710000000000001,0.8,0.9,0.8859999999999999,0.2,3.1,3.3,2.0,0.6,0.1,0.8,1.6,11.5
487,SG,23,11,11,28.7,6.2,13.7,0.45,1.0,4.1,0.244,5.2,9.6,0.5379999999999999,0.48700000000000004,2.6,3.5,0.7440000000000001,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3,16.0
154,SG,25,2,0,5.5,0.5,2.0,0.25,0.5,2.0,0.25,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.5,0.0,1.5
279,SG,19,15,0,9.0,1.1,3.4,0.33299999999999996,0.2,0.7,0.273,0.9,2.7,0.35,0.363,1.1,1.4,0.762,0.4,1.0,1.4,0.9,0.5,0.1,0.5,1.4,3.5
485,SG,27,3,0,6.3,0.3,1.3,0.25,0.3,0.7,0.5,0.0,0.7,0.0,0.375,0.7,1.3,0.5,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.7
389,SG,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,SG,31,43,43,31.6,6.3,16.1,0.389,2.4,7.5,0.321,3.8,8.6,0.44799999999999995,0.46399999999999997,1.8,2.1,0.8440000000000001,0.5,3.0,3.4,4.2,0.8,0.1,2.2,1.9,16.7
105,SG,29,45,0,26.1,5.6,13.9,0.402,2.5,7.9,0.321,3.0,6.0,0.507,0.493,1.6,2.0,0.809,0.7,2.8,3.5,2.2,0.7,0.3,1.6,1.8,15.3
62,SG,31,38,33,23.7,2.6,6.1,0.424,1.4,3.5,0.38799999999999996,1.2,2.6,0.474,0.537,0.3,0.3,0.917,0.6,1.9,2.5,0.9,0.9,0.2,0.5,1.8,6.8
119,SG,22,21,0,10.5,1.7,4.1,0.419,0.4,1.3,0.28600000000000003,1.3,2.8,0.483,0.465,0.4,0.9,0.474,0.4,1.4,1.8,1.1,0.7,0.1,0.5,1.2,4.2
404,SG,22,30,0,14.3,3.1,6.5,0.48,0.9,2.3,0.371,2.3,4.2,0.54,0.546,1.0,1.4,0.7070000000000001,0.3,1.8,2.1,2.0,0.6,0.2,0.5,1.1,8.1
466,SG,27,43,38,27.4,3.9,10.2,0.387,3.0,8.5,0.35200000000000004,0.9,1.7,0.563,0.534,0.7,0.8,0.8059999999999999,0.4,2.8,3.2,1.5,0.7,0.2,0.8,2.6,11.5
452,SG,24,37,2,13.6,1.8,4.9,0.37,1.2,3.1,0.371,0.6,1.8,0.369,0.489,0.2,0.2,1.0,0.3,1.5,1.8,1.8,0.2,0.1,0.7,0.9,5.0
84,SG,30,45,19,27.5,3.5,9.0,0.385,1.9,4.7,0.39799999999999996,1.6,4.3,0.371,0.489,2.7,3.2,0.836,0.6,3.8,4.4,2.5,1.2,0.2,0.9,2.3,11.5
242,SG,32,1,0,18.0,2.0,4.0,0.5,0.0,1.0,0.0,2.0,3.0,0.667,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0
379,SG,27,6,0,13.8,2.3,5.7,0.41200000000000003,0.5,1.7,0.3,1.8,4.0,0.45799999999999996,0.456,0.3,0.5,0.667,0.2,1.3,1.5,1.7,0.8,0.2,0.5,0.7,5.5
369,SG,34,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
190,SG,23,2,0,3.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0
215,SG,27,40,30,29.7,4.3,9.7,0.441,1.7,4.9,0.35600000000000004,2.6,4.9,0.526,0.53,1.3,1.6,0.8390000000000001,0.7,1.6,2.3,1.8,0.9,0.2,1.2,2.0,11.6
156,SG,34,30,8,20.1,2.2,5.4,0.39899999999999997,1.9,5.0,0.38299999999999995,0.3,0.5,0.5710000000000001,0.574,0.1,0.2,0.8,0.2,1.4,1.6,0.7,0.5,0.1,0.5,1.0,6.4
346,SG,25,30,16,27.6,3.3,7.9,0.41600000000000004,2.5,6.6,0.377,0.8,1.3,0.615,0.574,2.4,2.9,0.818,0.5,3.1,3.6,0.9,0.7,0.4,0.6,3.0,11.5
269,SG,24,36,3,15.6,2.6,6.6,0.391,1.0,3.6,0.287,1.6,3.0,0.514,0.46799999999999997,0.8,1.0,0.8059999999999999,0.4,1.1,1.5,1.7,0.6,0.1,0.7,1.4,7.0
374,SG,25,40,40,33.5,9.3,20.7,0.45,3.2,9.5,0.33899999999999997,6.1,11.2,0.545,0.528,3.7,4.2,0.8759999999999999,0.8,3.1,4.0,5.2,1.6,0.2,3.0,2.5,25.5
474,SG,27,37,37,32.7,6.9,15.7,0.439,3.1,8.0,0.38,3.8,7.7,0.5,0.536,1.9,2.4,0.818,0.7,3.4,4.1,3.9,1.1,0.4,1.1,1.4,18.8
458,SG,23,27,0,21.1,2.1,4.3,0.48700000000000004,0.8,2.4,0.33799999999999997,1.3,1.9,0.68,0.583,1.1,1.3,0.857,0.4,2.1,2.6,1.0,0.3,0.1,0.6,1.6,6.1
567,SG,23,27,15,21.8,2.7,5.7,0.484,0.8,2.5,0.313,2.0,3.2,0.616,0.552,1.1,1.6,0.69,0.9,2.6,3.5,1.1,0.8,0.2,0.9,2.0,7.3
95,SG,27,28,9,27.7,2.8,6.5,0.429,1.1,3.1,0.345,1.7,3.4,0.505,0.511,1.7,2.1,0.8140000000000001,0.9,3.0,3.9,3.9,1.9,0.4,1.4,2.4,8.4
229,SG,22,38,10,32.9,7.6,17.8,0.43,2.6,6.8,0.38799999999999996,5.0,11.0,0.456,0.504,2.8,3.2,0.8759999999999999,0.7,4.2,4.9,4.0,0.6,0.2,2.8,1.4,20.7
140,SG,22,40,6,21.7,2.9,5.3,0.54,0.8,1.9,0.44,2.1,3.5,0.594,0.617,0.6,1.0,0.575,0.4,2.1,2.4,1.8,0.6,0.4,1.1,1.9,7.2
73,SG,23,3,2,27.7,3.0,8.3,0.36,2.0,5.0,0.4,1.0,3.3,0.3,0.48,1.7,2.0,0.833,0.3,4.3,4.7,1.3,0.7,0.0,0.0,2.3,9.7
192,SG,33,40,29,29.5,5.2,10.3,0.506,2.4,5.2,0.452,2.9,5.1,0.561,0.62,2.0,2.7,0.738,0.2,1.7,1.9,3.2,0.6,0.4,2.1,1.1,14.8
53,SG,29,28,26,28.7,4.4,10.8,0.41200000000000003,2.2,6.3,0.354,2.2,4.5,0.49200000000000005,0.515,1.0,1.3,0.7709999999999999,0.3,3.4,3.8,2.6,0.7,0.2,1.0,1.9,12.0
551,SG,23,42,6,22.7,4.0,10.5,0.385,1.5,4.9,0.295,2.6,5.6,0.46399999999999997,0.45399999999999996,1.6,1.9,0.825,0.2,2.5,2.7,2.3,0.6,0.3,1.0,1.4,11.1
321,SG,27,32,32,30.6,7.0,15.7,0.447,1.6,5.0,0.325,5.4,10.7,0.504,0.499,2.8,3.4,0.8,0.7,2.9,3.6,4.1,1.0,0.5,1.8,2.3,18.4
20,SG,21,7,0,2.9,0.1,0.9,0.16699999999999998,0.0,0.1,0.0,0.1,0.7,0.2,0.16699999999999998,0.0,0.0,0.0,0.1,0.3,0.4,0.6,0.0,0.0,0.0,0.0,0.3
72,SG,24,8,1,14.4,0.6,3.0,0.20800000000000002,0.1,1.0,0.125,0.5,2.0,0.25,0.22899999999999998,0.8,0.9,0.857,1.3,1.9,3.1,0.4,0.6,0.4,0.5,1.4,2.1
488,SG,24,40,7,20.2,2.4,6.5,0.37200000000000005,1.6,4.5,0.35,0.9,2.0,0.42,0.49200000000000005,1.1,1.3,0.843,0.2,1.8,2.0,1.6,0.5,0.1,0.6,1.2,7.5
537,SG,24,3,0,9.7,0.3,0.7,0.5,0.3,0.7,0.5,0.0,0.0,0.0,0.75,1.0,1.3,0.75,0.3,1.0,1.3,1.3,0.3,0.0,0.0,1.0,2.0
178,SG,23,12,0,10.7,0.4,1.8,0.23800000000000002,0.1,0.3,0.25,0.3,1.4,0.235,0.262,0.2,0.4,0.4,0.8,1.2,1.9,0.6,0.4,0.3,0.2,1.3,1.1
209,SG,20,42,1,19.4,2.5,6.7,0.382,0.9,2.5,0.364,1.6,4.1,0.39299999999999996,0.452,1.1,1.9,0.608,0.3,2.6,2.9,2.4,0.7,0.2,1.3,1.5,7.2
232,SG,35,38,15,25.7,2.5,5.8,0.436,0.9,2.8,0.308,1.7,3.0,0.5579999999999999,0.511,1.1,1.1,0.9520000000000001,0.8,2.4,3.2,2.5,0.7,0.1,0.9,1.4,7.0
473,SG,30,39,0,25.4,4.0,9.8,0.406,1.4,4.5,0.31,2.6,5.4,0.486,0.47700000000000004,2.3,2.7,0.867,0.4,2.4,2.7,2.1,0.5,0.2,1.4,1.3,11.7
521,SG,25,7,0,4.0,0.1,1.3,0.111,0.0,0.9,0.0,0.1,0.4,0.33299999999999996,0.111,0.3,0.3,1.0,0.3,0.4,0.7,0.7,0.0,0.0,0.4,0.1,0.6
40,SG,28,37,37,36.0,8.9,19.7,0.455,1.6,5.4,0.303,7.3,14.2,0.512,0.49700000000000005,4.2,5.0,0.8320000000000001,1.0,3.7,4.7,6.5,0.9,0.4,3.4,2.4,23.7
364,SG,28,28,4,17.2,2.9,7.0,0.41600000000000004,2.3,5.6,0.39899999999999997,0.7,1.4,0.48700000000000004,0.5760000000000001,0.7,0.9,0.792,0.3,1.1,1.4,0.8,0.4,0.1,0.8,1.5,8.8
277,SG,40,1,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
